,col_a,col_b,pvalue
0,00-01_0,00-01_0,0.0
1,00-01_0,00-01_1,5.530475955898823e-12
2,00-01_0,00-01_2,1.787314322938846e-23
3,00-01_0,00-01_3,7.102745933387647e-15
4,00-01_0,00-01_4,7.670856606900971e-09
5,00-01_0,00-01_5,3.4326217254886257e-22
6,00-01_0,01-00_0,0.0289315062712479
7,00-01_0,01-01_0,8.463741424133172e-06
8,00-01_0,01-01_1,0.0446901982784177
9,00-01_0,01-01_3,0.0315445804888736
10,00-01_0,01-01_5,0.005721335349172
11,00-01_0,02-00_0,0.0005082836755479
12,00-01_0,02-00_1,0.0231985437505184
13,00-01_0,02-00_3,0.0242178809687722
14,00-01_0,02-00_5,0.0020600048514506
15,00-01_0,02-01_0,2.0910370200214765e-07
16,00-01_0,02-01_1,0.019119728158734
17,00-01_0,02-01_3,0.0048336649770413
18,00-01_0,02-01_4,0.0364534040646709
19,00-01_0,02-01_5,0.0016080590488187
20,00-01_0,03-00_0,0.0168038481879116
21,00-01_0,03-01_0,4.819818700549238e-05
22,00-01_0,03-01_1,0.0446394148901279
23,00-01_0,03-01_2,0.0450795571672776
24,00-01_0,03-01_3,0.0115363533057184
25,00-01_0,03-01_5,0.0099383025333382
26,00-01_0,04-00_0,0.0102209373115718
27,00-01_0,04-00_2,0.0115456813469048
28,00-01_0,04-01_0,0.0005152730905834
29,00-01_0,04-01_2,0.0286918831793579
30,00-01_0,04-01_3,0.0398154340381723
31,00-01_0,04-01_5,0.033107035899162
32,00-01_0,05-00_0,0.0180814519573154
33,00-01_0,05-01_0,0.0001471000972461
34,00-01_0,05-01_3,0.0330083470265339
35,00-01_0,06-00_0,2.972642035208244e-07
36,00-01_0,06-00_2,0.0061503702156727
37,00-01_0,06-00_5,0.026629223721326
38,00-01_0,06-01_0,2.7968913831752675e-16
39,00-01_0,06-01_1,3.6221125728345294e-05
40,00-01_0,06-01_2,6.099625002430307e-09
41,00-01_0,06-01_3,3.4075151157009715e-05
42,00-01_0,06-01_4,0.000614529571795
43,00-01_0,06-01_5,1.1141844114173157e-07
44,00-01_0,07-01_0,0.0284110483570017
45,00-01_0,07-01_1,0.0349578479770247
46,00-01_0,07-01_3,0.0422778160419368
47,00-01_0,07-01_4,0.0345170227005193
48,00-01_0,07-01_5,0.0467180010619654
49,00-01_1,00-01_1,0.0
50,00-01_1,00-01_2,1.4401255456865934e-31
51,00-01_1,00-01_3,1.794557420703004e-87
52,00-01_1,00-01_4,5.052154434341314e-127
53,00-01_1,00-01_5,2.7085704680157967e-104
54,00-01_1,01-00_1,0.0018346288481485
55,00-01_1,01-00_3,0.0060007819154374
56,00-01_1,01-00_4,0.0024724311465592
57,00-01_1,01-00_5,0.0029041305041863
58,00-01_1,01-01_0,0.0015111888177012
59,00-01_1,01-01_1,5.97321754658336e-13
60,00-01_1,01-01_2,1.6446635029190146e-05
61,00-01_1,01-01_3,9.315857493349331e-11
62,00-01_1,01-01_4,1.388390828248385e-11
