,col_a,col_b,rvalue
0,00-01_0,00-01_0,1.0
1,00-01_1,00-01_1,0.9999999999999996
2,00-01_1,00-01_3,0.8500366088264047
3,00-01_1,00-01_4,0.920126982632598
4,00-01_1,00-01_5,0.8856502882230867
5,00-01_2,00-01_2,1.0
6,00-01_3,00-01_3,1.0
7,00-01_3,00-01_4,0.8924966735890459
8,00-01_3,00-01_5,0.8878255425684229
9,00-01_4,00-01_4,1.0
10,00-01_5,00-01_5,1.0
11,01-00_0,01-00_0,1.0
12,01-00_1,01-00_1,1.0
13,01-00_1,01-00_3,0.8787898433556856
14,01-00_1,01-00_4,0.9125298352308252
15,01-00_1,01-00_5,0.9079793525985974
16,01-00_2,01-00_2,1.0
17,01-00_3,01-00_3,1.0
18,01-00_3,01-00_4,0.904506296498678
19,01-00_3,01-00_5,0.8748013920372024
20,01-00_4,01-00_4,1.0
21,01-00_5,01-00_5,1.0
22,01-01_0,01-01_0,1.0
23,01-01_1,01-01_1,0.9999999999999996
24,01-01_1,01-01_3,0.9168622315070322
25,01-01_1,01-01_4,0.9349844793052808
26,01-01_1,01-01_5,0.9395317821053308
27,01-01_2,01-01_2,1.0
28,01-01_3,01-01_3,1.0
29,01-01_3,01-01_4,0.9124448735212376
30,01-01_3,01-01_5,0.9324764381598024
31,01-01_4,01-01_4,0.9999999999999998
32,01-01_4,01-01_5,0.8550782602018532
33,01-01_5,01-01_5,1.0
34,02-00_0,02-00_0,1.0
35,02-00_1,02-00_1,1.0
36,02-00_1,02-00_3,0.8207031986373025
37,02-00_1,02-00_4,0.9287987480724008
38,02-00_1,02-00_5,0.8409713185087482
39,02-00_2,02-00_2,1.0
40,02-00_3,02-00_3,1.0
41,02-00_3,02-00_4,0.8817901763475389
42,02-00_3,02-00_5,0.9019104059110992
43,02-00_4,02-00_4,0.9999999999999996
44,02-00_5,02-00_5,1.0
45,02-01_0,02-01_0,1.0
46,02-01_1,02-01_1,1.0
47,02-01_1,02-01_3,0.8914720523879944
48,02-01_1,02-01_4,0.9523318710218844
49,02-01_1,02-01_5,0.92079671005128
50,02-01_2,02-01_2,1.0
51,02-01_3,02-01_3,1.0
52,02-01_3,02-01_4,0.921805233244098
53,02-01_3,02-01_5,0.9340643241616636
54,02-01_4,02-01_4,0.9999999999999998
55,02-01_4,02-01_5,0.8763042403767572
56,02-01_5,02-01_5,1.0
57,03-00_0,03-00_0,0.9999999999999996
58,03-00_1,03-00_1,0.9999999999999998
59,03-00_1,03-00_3,0.8145478135175828
60,03-00_1,03-00_4,0.9015213198398836
61,03-00_1,03-00_5,0.8657837922818022
62,03-00_2,03-00_2,1.0
63,03-00_3,03-00_3,1.0
64,03-00_3,03-00_4,0.8638561718312471
65,03-00_3,03-00_5,0.8718989669206128
66,03-00_4,03-00_4,1.0
67,03-00_5,03-00_5,0.9999999999999998
68,03-01_0,03-01_0,1.0
69,03-01_1,03-01_1,1.0
70,03-01_1,03-01_4,0.8879891573201336
71,03-01_2,03-01_2,0.9999999999999996
72,03-01_3,03-01_3,1.0
73,03-01_3,03-01_5,0.8560582868860397
74,03-01_4,03-01_4,1.0
75,03-01_5,03-01_5,0.9999999999999996
76,04-00_0,04-00_0,1.0
77,04-00_1,04-00_1,1.0
78,04-00_1,04-00_3,0.9326675845975192
79,04-00_1,04-00_4,0.9572905121070292
80,04-00_1,04-00_5,0.944843602546002
81,04-00_2,04-00_2,1.0
82,04-00_3,04-00_3,1.0
83,04-00_3,04-00_4,0.9590505136239068
84,04-00_3,04-00_5,0.93660857106676
85,04-00_4,04-00_4,1.0
86,04-00_4,04-00_5,0.8963026119199108
87,04-00_5,04-00_5,1.0
88,04-01_0,04-01_0,1.0
89,04-01_1,04-01_1,1.0
90,04-01_1,04-01_3,0.8905451450533671
91,04-01_1,04-01_4,0.9329489916915928
92,04-01_1,04-01_5,0.9367569416042868
93,04-01_2,04-01_2,1.0
94,04-01_3,04-01_3,1.0
95,04-01_3,04-01_4,0.9457203219385958
96,04-01_3,04-01_5,0.9188832076029122
97,04-01_4,04-01_4,1.0
98,04-01_4,04-01_5,0.8704084865960227
99,04-01_5,04-01_5,1.0
100,05-00_0,05-00_0,1.0
101,05-00_1,05-00_1,1.0
102,05-00_1,05-00_4,0.9219177477495248
103,05-00_1,05-00_5,0.8276985459986232
104,05-00_2,05-00_2,1.0
105,05-00_3,05-00_3,1.0
106,05-00_3,05-00_4,0.855252485558957
107,05-00_3,05-00_5,0.8210671901705698
108,05-00_4,05-00_4,1.0
109,05-00_5,05-00_5,1.0
110,05-01_0,05-01_0,1.0
111,05-01_1,05-01_1,1.0
112,05-01_1,05-01_4,0.901439303867808
113,05-01_2,05-01_2,1.0
114,05-01_3,05-01_3,1.0
115,05-01_3,05-01_4,0.8081991003758052
116,05-01_3,05-01_5,0.8198066776759401
117,05-01_4,05-01_4,0.9999999999999996
118,05-01_5,05-01_5,0.9999999999999998
119,06-00_0,06-00_0,0.9999999999999998
120,06-00_1,06-00_1,1.0
121,06-00_1,06-00_3,0.874259453531051
122,06-00_1,06-00_4,0.9143127871118286
123,06-00_1,06-00_5,0.90901463960971
124,06-00_2,06-00_2,1.0
125,06-00_3,06-00_3,1.0
126,06-00_3,06-00_4,0.9252735039903104
127,06-00_3,06-00_5,0.8888447354913376
128,06-00_4,06-00_4,0.9999999999999998
129,06-00_4,06-00_5,0.8053761917230525
130,06-00_5,06-00_5,1.0
131,06-01_0,06-01_0,1.0
132,06-01_1,06-01_1,0.9999999999999996
133,06-01_1,06-01_3,0.8490385975033411
134,06-01_1,06-01_4,0.9072778205337072
135,06-01_1,06-01_5,0.9001185759658064
136,06-01_2,06-01_2,1.0
137,06-01_3,06-01_3,0.9999999999999998
138,06-01_3,06-01_4,0.9040791246593592
139,06-01_3,06-01_5,0.8899454587827685
140,06-01_4,06-01_4,1.0
141,06-01_5,06-01_5,1.0
142,07-00_0,07-00_0,1.0
143,07-00_1,07-00_1,0.9999999999999996
144,07-00_1,07-00_3,0.9459121581499566
145,07-00_1,07-00_4,0.958559659558147
146,07-00_1,07-00_5,0.9562415008554014
147,07-00_2,07-00_2,0.9999999999999998
148,07-00_3,07-00_3,1.0
149,07-00_3,07-00_4,0.9752009805417988
150,07-00_3,07-00_5,0.928633269956072
151,07-00_4,07-00_4,1.0
152,07-00_4,07-00_5,0.8976725938598289
153,07-00_5,07-00_5,0.9999999999999998
154,07-01_0,07-01_0,1.0
155,07-01_1,07-01_1,1.0
156,07-01_1,07-01_3,0.916842563415238
157,07-01_1,07-01_4,0.950668597841192
158,07-01_1,07-01_5,0.9597756378715402
159,07-01_2,07-01_2,1.0
160,07-01_3,07-01_3,1.0
161,07-01_3,07-01_4,0.970417653999996
162,07-01_3,07-01_5,0.9394375859470088
163,07-01_4,07-01_4,1.0
164,07-01_4,07-01_5,0.923833615821498
165,07-01_5,07-01_5,1.0
166,dbi_score,dbi_score,1.0
167,bai_score,bai_score,1.0
168,asrsa_score,asrsa_score,0.9999999999999998
169,asrsb_score,asrsb_score,1.0
170,oci_score,oci_score,1.0
171,srq_score,srq_score,0.9999999999999998
172,age,age,1.0
